"Year","Area","Street","Street.2"
2011,"Birmingham","Islingtonrow Citycentre",""
2011,"Birmingham","Islingtonrow Middleway",""
2011,"Birmingham","Jameswattqueensway Birmingham",""
2011,"Birmingham","str.Kentstreet",""
2011,"Birmingham","road.Kingstandingroad",""
2011,"Birmingham","road.Kingstandingroad",""
2011,"Birmingham","Ladywellwalk Citycentre ",""
2011,"Birmingham","Ladywellwalk",""
2011,"Birmingham","Ladywellwalk",""
2011,"Birmingham","Ladywellwalk",""
2011,"Birmingham","Ladywellwalk",""
2011,"Birmingham","Ladywellwalk",""
2011,"Birmingham","Ladywellwalk",""
2011,"Birmingham","Ladywellwalk",""
2011,"Birmingham","Ladywellwalk",""
2011,"Birmingham","Ladywellwalk Birmingham",""
2011,"Birmingham","Lattimerplacewinsongreen",""
2011,"Birmingham","str.Leelonglands Broadstreet Birmingham",""
2011,"Birmingham","Linwoodrdh Worth",""
2011,"Birmingham",NA,NA
2011,"Birmingham","str.Lloydsbar Broadstreet",""
2011,"Birmingham","Lodgerdwinsongreen",""
2011,"Birmingham","Loftlounge",""
2011,"Birmingham","Longacrenechells",""
2011,"Birmingham","str.Lowerbullstreet",""
2011,"Birmingham","str.Lowerbullstreet",""
2011,"Birmingham","Lowerparade Sutton",""
2011,"Birmingham","Lowerparade Suttoncoldfield",""
2011,"Birmingham","Macdonalds Bordesleygreeneast",""
2011,"Birmingham","Macdonalds Ramp Citycentre Birmingham",""
2011,"Birmingham","Mailbox Birmingham",""
2011,"Birmingham","str.Mcdonaldstreet Birmingham",""
2011,"Birmingham","Millwardclose Smallheath",""
2011,"Birmingham","Monobar Arcadiancentre",""
2011,"Birmingham","Monobar Ladywellwalk Citycentre",""
2011,"Birmingham","Moorst",""
2011,"Birmingham","str.Moorstreet",""
2011,"Birmingham","str.Moorstreetentancetobullring",""
2011,"Birmingham","str.Moorestreet Birmingham",""
2011,"Birmingham","str.Moorestreet Citycentre Birmingham",""
2011,"Birmingham","str.Moseleypark Alcesterstreet",""
2011,"Birmingham","Navigationst Birmingham",""
2011,"Birmingham","str.Navigationstreet",""
2011,"Birmingham","road.Neartohair&Beauty Sohoroad",""
2011,"Birmingham","str.Newmeetingstreet Citycentre",""
2011,"Birmingham","Newst",""
2011,"Birmingham","Newstb Hamcitycentre",""
2011,"Birmingham","Newstcitycentre",""
2011,"Birmingham","sta.Newstrailwaystation",""
2011,"Birmingham","sta.Newstrailwaystation",""
2011,"Birmingham","sta.Newstrailwaystation",""
2011,"Birmingham","Newst Birmingham",""
2011,"Birmingham","str.Newstreet",""
2011,"Birmingham","str.Newstreet",""
2011,"Birmingham","str.Newstreet",""
2011,"Birmingham","str.Newstreet",""
2011,"Birmingham","str.Newstreet",""
2011,"Birmingham","str.Newstreet",""
2011,"Birmingham","str.Newstreet",""
2011,"Birmingham","str.Newstreet",""
2011,"Birmingham","str.Newstreet Stephensonstreet",""
2011,"Birmingham","str.Newstreetcitycentre Birmingham",""
2011,"Birmingham","str.Newstreetrailwaty",""
2011,"Birmingham","str.Newstreetstation",""
2011,"Birmingham","str.Newstreetstation",""
2011,"Birmingham","str.Newstreetstation",""
2011,"Birmingham","str.Newstreetstation",""
2011,"Birmingham","str.Newstreetstation Birmingham",""
2011,"Birmingham","str.Newstreetstation Stationapproach",""
2011,"Birmingham","str.Newstreet Birmingham",""
2011,"Birmingham","str.Newstreet Birmingham",""
2011,"Birmingham","str.Newstreet Birmingham",""
2011,"Birmingham","str.Newstreet Citycentre",""
2011,"Birmingham","str.Newstreet Citycentre",""
2011,"Birmingham","str.Newstreet Citycentre",""
2011,"Birmingham","str.Newstreet Citycentre ",""
2011,"Birmingham","Newtownhousingcentre",""
2011,"Birmingham","Newtownrow",""
2011,"Birmingham","str.Nextclearancestore Corporationstreet ",""
2011,"Birmingham","road.Ninevaroadaytsohord",""
2011,"Birmingham","Notknown",""
2011,"Birmingham","O Sbhamcrowncourt",""
2011,"Birmingham","str.O Sflairsbroadstreet",""
2011,"Birmingham","road.O Sflaresclub Broadst Birmingham",""
2011,"Birmingham","str.O Sgatecrasherbroadstreet",""
2011,"Birmingham","O Smcdonalds Ramp Citycentre",""
2011,"Birmingham","str.O Snewstreetstation",""
2011,"Birmingham","O Soceania Ladywellwalk Birmingham",""
2011,"Birmingham","str.O Sreflexbroadstreet Citycentre",""
2011,"Birmingham","road.O Sthecrownphstationroad",""
2011,"Birmingham","str.O Swalkaboutbroadstreet",""
2011,"Birmingham","O2academy",""
2011,"Birmingham","O2academy Horsefair ",""
2011,"Birmingham","str.Ohbar Broadstreet Birmingham",""
2011,"Birmingham","str.O Neils Broadstreet Birmingham",""
2011,"Birmingham","Osbirminghammagistratescourt",""
2011,"Birmingham","Osdublinerph",""
2011,"Birmingham","str.Outsideblissbroadstreet",""
2011,"Birmingham","Outsideblissnightclub ",""
2011,"Birmingham","Outsideblissnightclub ",""
2011,"Birmingham","str.Outsidebliss Broadstreet",""
2011,"Birmingham","road.Outsideovelvet Broadst ",""
2011,"Birmingham","Outsideoceanaclub",""
2011,"Birmingham","Outsidereflexnightclub",""
2011,"Birmingham","Outsiderevolutionbridgestwalsal",""
2011,"Birmingham","road.Outsiderocketclubbroadst",""
2011,"Birmingham","str.Outsidewalkabout Broadstreet",""
2011,"Birmingham","road.O Velvet Nightclub Broadst Birmingham",""
2011,"Birmingham","road.Oxhillroad",""
2011,"Birmingham","Pagodaisland",""
2011,"Birmingham","Paradiseforum",""
2011,"Birmingham","Paradiseforumcitycentrebirmingham",""
2011,"Birmingham","Paradiseforum Victoriasquare Birmingham",""
2011,"Birmingham","prk.Pershorestcarpark",""
2011,"Birmingham","str.Pershorestreetroad Citycentre",""
2011,"Birmingham","str.Pershorestreet Citycentre ",""
2011,"Birmingham","Pizzahut Newst Birmingham",""
2011,"Birmingham","ave.Quigleyavenue",""
2011,"Birmingham","Ragmarket Citycentre",""
2011,"Birmingham","str.Reflexonbroadstreet Birmingham",""
2011,"Birmingham","Regencywharf",""
2011,"Birmingham","Risabar Birmingham",""
2011,"Birmingham","str.Risa Broadstreet",""
2011,"Birmingham","road.Rookeryroad Handsworth",""
2011,"Birmingham","str.Rottersleystreet Birmingham",""
2011,"Birmingham","Rotundaisland Citycentre",""
2011,"Birmingham","Sainsburyscolmorerow",""
2011,"Birmingham","road.Sandringhamroad",""
2011,"Birmingham","Sandwellhospital",""
2011,"Birmingham","Senceinthearcadian",""
2011,"Birmingham","Sensenightclub Arcadia Birmingham",""
2011,"Birmingham","str.Shadwellstreet",""
2011,"Birmingham","str.Shakespearebar Newstreetstation ",""
2011,"Birmingham","sta.Shakespeareph Newststation",""
2011,"Birmingham","str.Sheepcotestreet Birmingham",""
2011,"Birmingham","road.Siohoroad Handsworth",""
2011,"Birmingham","road.Sladeroad Erdington",""
2011,"Birmingham","Smallbrookqueensway",""
2011,"Birmingham","Smallbrookqueensway",""
2011,"Birmingham","Smallbrookqueensway",""
2011,"Birmingham","Smallbrookqueensway",""
2011,"Birmingham","Smallbrookqueenswaycitycentrebirmingham",""
2011,"Birmingham","Smallbrookqueensway Citycentre",""
2011,"Birmingham","Smethwickend",""
2011,"Birmingham","Sohohill",""
2011,"Birmingham","Sohohill Handsworth Birmingham",""
2011,"Birmingham","road.Sohoroad",""
2011,"Birmingham","road.Sohoroad",""
2011,"Birmingham","road.Sohoroad",""
2011,"Birmingham","road.Sohoroad",""
2011,"Birmingham","prk.Sommerfieldpark Winsongreen",""
2011,"Birmingham","Squarepegph",""
2011,"Birmingham","str.Squarepeg Corporationstreet",""
2011,"Birmingham","Starcity Aston ",""
2011,"Birmingham","Starcity Birmingham",""
2011,"Birmingham","Starcity Nechells",""
2011,"Birmingham","road.Stationroad Citycentre",""
2011,"Birmingham","lane.Steelhouselane",""
2011,"Birmingham","lane.Steelhouselane",""
2011,"Birmingham","lane.Steelhouselane",""
2011,"Birmingham","lane.Steelhouselane",""
2011,"Birmingham","lane.Steelhouselane",""
2011,"Birmingham","lane.Steelhouselane",""
2011,"Birmingham","lane.Steelhouselane",""
2011,"Birmingham","lane.Steelhouselane",""
2011,"Birmingham","lane.Steelhouselanepolicestation",""
2011,"Birmingham","lane.Steelhouselane Birmingham",""
2011,"Birmingham","lane.Steelhouselane Citycentre Birmingham",""
2011,"Birmingham","Stephensonst",""
2011,"Birmingham","str.Stephensonstreet",""
2011,"Birmingham","str.Stephensonstreet Birminghamcity",""
2011,"Birmingham","str.Stephensonstreet Citycentre",""
2011,"Birmingham","str.Stephensonsstreet",""
2011,"Birmingham","Suffolkstqueensway",""
2011,"Birmingham","str.Sugarsuite Broadstreet",""
2011,"Birmingham","lane.Summerlane",""
2011,"Birmingham","Summerrow",""
2011,"Birmingham","Templerow",""
2011,"Birmingham","Templerow",""
2011,"Birmingham","Tennantst",""
2011,"Birmingham","road.Terraceroad Handsworth",""
2011,"Birmingham","lane.Tescoastonlane",""
2011,"Birmingham","Tescospringhill",""
2011,"Birmingham","Theparadesuttoncoldfield",""
2011,"Birmingham","Theparade Suttoncoldfield",""
2011,"Birmingham","Theramp Corporationst Birmingham",""
2011,"Birmingham","Theramp ",""
2011,"Birmingham","road.Thornhillroad Birmingham",""
2011,"Birmingham","road.Thornhillroad Handsworth",""
2011,"Birmingham","Thorpestathurstst",""
2011,"Birmingham","str.Thorpestreet",""
2011,"Birmingham","Trocaderopublichouseo S",""
2011,"Birmingham","road.Turnerspallets Hayholeroad",""
2011,"Birmingham","str.Upperdeanstreet",""
2011,"Birmingham","str.Upperdeanstreet Birmingham",""
2011,"Birmingham","str.Upperdeanstreet Birminghamcitycentre",""
2011,"Birmingham","str.Upperdeanstreet Citycentre",""
2011,"Birmingham","Upperparadesuttoncoldfield",""
2011,"Birmingham","Upperparadesuttoncoldfield",""
2011,"Birmingham","Victoriasquare Bham",""
2011,"Birmingham","Victoriasquare Citycentre ",""
2011,"Birmingham","prk.Waiverleypark Handsworth",""
2011,"Birmingham","road.Walkaboutbarbroadst",""
2011,"Birmingham","road.Walkaboutph Broadst Birmingham",""
2011,"Birmingham","str.Walkaboutph Broadstreet Birmingham",""
2011,"Birmingham","str.Walkabout Broadstreet",""
2011,"Birmingham","road.Walsallroad Greatbarr",""
2011,"Birmingham","road.Walsallroad Perrybarr",""
2011,"Birmingham","road.Warfroadkingsnorton",""
2011,"Birmingham","lane.Warwardslane",""
2011,"Birmingham","Washingtondrive Handsworthwood",""
2011,"Birmingham","str.Washingtonstreet",""
2011,"Birmingham","road.Waterlooroad Smethwick",""
2011,"Birmingham","prk.Waverhillpark Handsworth",""
2011,"Birmingham","road.Waverhillroad Handsworth",""
2011,"Birmingham","Wayentrancevillaground",""
2011,"Birmingham","road.Wellingtonroad",""
2011,"Birmingham","Wittonarms",""
2011,"Birmingham","road.Wittonroad",""
2011,"Birmingham","road.Wittonroad",""
2011,"Birmingham","road.Wittonroadaston",""
2011,"Birmingham","str.Wrottesleystreet",""
2011,"Coventry","Primrosehillcoventry",""
2011,"Coventry","road.Albanyroad",""
2011,"Coventry","road.Aldbourneroad",""
2011,"Coventry","road.Aldermansgreenroad",""
2011,"Coventry","road.Allesleyoldroad",""
2011,"Coventry","ave.Almondtreeavenue",""
2011,"Coventry","Arburyavecoventry",""
2011,"Coventry","prk.Arenacarparka444",""
2011,"Coventry","Argylestcoventry",""
2011,"Coventry","ave.Armstrongavenuestoke",""
2011,"Coventry","Ashorneclose",""
2011,"Coventry","Attoxhallrd",""
2011,"Coventry","road.Averleyroad Daimlergreen",""
2011,"Coventry","str.Awsonstreet",""
2011,"Coventry","road.Bandalssurgery Foleshillroad",""
2011,"Coventry","Bellgreenrdjunctiona444",""
2011,"Coventry","road.Bellgreenroad Coventry",""
2011,"Coventry","road.Bellgreenroad Coventry",""
2011,"Coventry","road.Binleyroad",""
2011,"Coventry","road.Binleyroad",""
2011,"Coventry","road.Binleyroad",""
2011,"Coventry","road.Binleyroad",""
2011,"Coventry","str.Bishopstreet",""
2011,"Coventry","lane.Blackhorselane",""
2011,"Coventry","road.Blytheroad",""
2011,"Coventry","road.Bpgarageanstyroad",""
2011,"Coventry","Bramblestcoventry",""
2011,"Coventry","road.Braodparkroad Coventry",""
2011,"Coventry","Bredonave Coventry",""
2011,"Coventry","road.Broadgate",""
2011,"Coventry","Bullyard",""
2011,"Coventry","ave.Bushberryavenue",""
2011,"Coventry","road.Buttsroadcoventry",""
2011,"Coventry","lane.Cashslane",""
2011,"Coventry","road.Cauldonroad",""
2011,"Coventry","Charterave",""
2011,"Coventry","Charteravecoventry",""
2011,"Coventry","str.Chesterstreet",""
2011,"Coventry","road.Chestertonroad",""
2011,"Coventry","Cheveralave Coventry",""
2011,"Coventry","road.Cliffbridgeroad",""
2011,"Coventry","Cliftonst Coventry ",""
2011,"Coventry","str.Cocstreet",""
2011,"Coventry","Communallandingatgeorgepoolehouse Coventry",""
2011,"Coventry","road.Comptonroad",""
2011,"Coventry","Concoursenearmortimers",""
2011,"Coventry","Cookst",""
2011,"Coventry","Corporationst",""
2011,"Coventry","Corporationst Coventry ",""
2011,"Coventry","str.Corporationstreet",""
2011,"Coventry","road.Coundonroad",""
2011,"Coventry","Coventry",""
2011,"Coventry","Coventrycentralcells",""
2011,"Coventry","Coventrycentralfrontoffice",""
2011,"Coventry","Coventrycentralpolstn",""
2011,"Coventry","sta.Coventrycentralpolicestation",""
2011,"Coventry","sta.Coventrycentralpolicestation",""
2011,"Coventry","Coventrycentralps",""
2011,"Coventry","Coventrycentralps",""
2011,"Coventry","sta.Coventryrailwatstation ",""
2011,"Coventry","sta.Coventryrailwaystation ",""
2011,"Coventry","sta.Coventrytrainstation",""
2011,"Coventry","str.Coxstreet",""
2011,"Coventry","road.Crossroad",""
2011,"Coventry","Devonshirearms",""
2011,"Coventry","Duckhamcourt",""
2011,"Coventry","str.Earlsdonhighstreet",""
2011,"Coventry","road.Elmspub Birminghamroad",""
2011,"Coventry","str.Fairfaxstreet",""
2011,"Coventry","str.Fargosfordstreet",""
2011,"Coventry","str.Fargosfordstreet",""
2011,"Coventry","Farndaleave",""
2011,"Coventry","Farndaleave",""
2011,"Coventry","Foleshillrd",""
2011,"Coventry","road.Foleshillroad",""
2011,"Coventry","road.Foleshillroad",""
2011,"Coventry","road.Foleshillroad",""
2011,"Coventry","road.Foleshillroad Coventry",""
2011,"Coventry","Fourpoundsave Coventry",""
2011,"Coventry","road.Friarsroad",""
2011,"Coventry","sta.Frontofcoventrycentralpolicestation",""
2011,"Coventry","Frontoffice",""
2011,"Coventry","Frontoffice",""
2011,"Coventry","Galabingo Poolmeadow",""
2011,"Coventry","str.Gosfordstreet",""
2011,"Coventry","str.Gosfordstreet",""
2011,"Coventry","str.Gosfordstreet",""
2011,"Coventry","Greyfriarsstcoventry",""
2011,"Coventry","road.Gulsonroadcoventry",""
2011,"Coventry","road.Gulsonroadcoventry",""
2011,"Coventry","Halest",""
2011,"Coventry","str.Halesstreet Coventry",""
2011,"Coventry","str.Hartfrodstreet",""
2011,"Coventry","str.Haylestreet",""
2011,"Coventry","str.Haylesstreet",""
2011,"Coventry","Hedgefieldway",""
2011,"Coventry","Heraldwaycoventry",""
2011,"Coventry","Highstcoventry",""
2011,"Coventry","str.Highstreet",""
2011,"Coventry","str.Highstreet",""
2011,"Coventry","str.Hillstreet",""
2011,"Coventry","Hipswellhighway",""
2011,"Coventry","road.Holmesdaleroad",""
2011,"Coventry","road.Hurstroad",""
2011,"Coventry","Ibishotel",""
2011,"Coventry","prk.Ikeacarpark",""
2011,"Coventry","Ikeaplaza",""
2011,"Coventry","Ironmongerrow",""
2011,"Coventry","Jardinecrescent",""
2011,"Coventry","Jardinecrescent",""
2011,"Coventry","Jasrdinecrescent",""
2011,"Coventry","Jdwetherspoonearlsdon",""
2011,"Coventry","Jordanwell",""
2011,"Coventry","Jordanwell Coventry",""
2011,"Coventry","Jubileecresent",""
2011,"Coventry","road.Kirbyroad",""
2011,"Coventry","lane.Ladylane",""
2011,"Coventry","Lambethclose",""
2011,"Coventry","Leaderclose",""
2011,"Coventry","Lidiceplace",""
2011,"Coventry","str.Lincolnstreet Coventry",""
2011,"Coventry","str.Littlparkstreet",""
2011,"Coventry","prk.Littleparkst Coventry ",""
2011,"Coventry","prk.Littleparkst Coventry ",""
2011,"Coventry","prk.Littleparkstcoventry",""
2011,"Coventry","str.Littleparkstreet",""
2011,"Coventry","str.Littleparkstreet",""
2011,"Coventry","str.Littleparkstreet",""
2011,"Coventry","str.Littleparkstreet",""
2011,"Coventry","str.Littleparkstreet",""
2011,"Coventry","str.Littleparkstreet",""
2011,"Coventry","str.Littleparkstreet",""
2011,"Coventry","str.Littleparkstreet",""
2011,"Coventry","str.Littleparkstreet",""
2011,"Coventry","road.Londonroad",""
2011,"Coventry","road.Londonroad",""
2011,"Coventry","road.Longfordroad",""
2011,"Coventry","Lowerfordst",""
2011,"Coventry","str.Lowerfordstreet",""
2011,"Coventry","Lowerholyheaddjtnwithsponst",""
2011,"Coventry","Lowerholyheadrdcoventry",""
2011,"Coventry","road.Lowerholyheadroadcoventry",""
2011,"Coventry","Lowerprecinctcoventry",""
2011,"Coventry","Mafo",""
2011,"Coventry","Manorhousedrive",""
2011,"Coventry","Marketway",""
2011,"Coventry","Maryslessorst",""
2011,"Coventry","road.Masserroad",""
2011,"Coventry","Mcdonaldsrestauranta45 Coventry ",""
2011,"Coventry","prk.Memorialpark Coventry",""
2011,"Coventry","Middleride",""
2011,"Coventry","lane.Milelane",""
2011,"Coventry","lane.Milelane",""
2011,"Coventry","Milleniumplace",""
2011,"Coventry","Milleniumplace",""
2011,"Coventry","str.Mintcasino Kingwilliamstreet",""
2011,"Coventry","Mirandaclose",""
2011,"Coventry","road.Morrisroad",""
2011,"Coventry","Motormuseum",""
2011,"Coventry","Newunionst",""
2011,"Coventry","road.Normanplaceroad",""
2011,"Coventry","road.Northyroad",""
2011,"Coventry","O Sccfo",""
2011,"Coventry","sta.O Scoventrycentralpolicestation",""
2011,"Coventry","O Sgosfordarms",""
2011,"Coventry","str.Oakgosfordstreet",""
2011,"Coventry","Outsidecoventrycentralps",""
2011,"Coventry","Outsidefoleshillps",""
2011,"Coventry","sta.Outsidefrontofcoventrycentralpolicestation ",""
2011,"Coventry","Outsideheatbar",""
2011,"Coventry","Outsidekasbars",""
2011,"Coventry","Outsideofthejewsonstand Richoarena Coventry",""
2011,"Coventry","road.Owenfordroad",""
2011,"Coventry","Palmtreeave Woodend",""
2011,"Coventry","lane.Palmerlane Coventry ",""
2011,"Coventry","lane.Palmerlane Coventry ",""
2011,"Coventry","lane.Palmerlane Coventry ",""
2011,"Coventry","Penruddickdrive Coventry",""
2011,"Coventry","Plymouthclose",""
2011,"Coventry","Poolmeadow",""
2011,"Coventry","sta.Poolmeadowbusstation",""
2011,"Coventry","Poolmeadowbusstn",""
2011,"Coventry","Poolmeadow",""
2011,"Coventry","sta.Poolmeadowbusstation",""
2011,"Coventry","sta.Poolmeadowbusstation",""
2011,"Coventry","road.Poppycourt Remembranceroad Willenhall Coventry",""
2011,"Coventry","Primrosehillst",""
2011,"Coventry","str.Primrosehillstreet",""
2011,"Coventry","str.Primrosehillstreet",""
2011,"Coventry","str.Primrosehillstreet Coventry ",""
2011,"Coventry","Princethorpeway",""
2011,"Coventry","Prioryfields Coventry",""
2011,"Coventry","Priorygardens",""
2011,"Coventry","str.Priorystreet",""
2011,"Coventry","Pumaway",""
2011,"Coventry","road.Queenmary Sroad Foleshill Coventry ",""
2011,"Coventry","road.Queenmarysroadcoventry",""
2011,"Coventry","road.Queenvictoriaroad",""
2011,"Coventry","road.Radfordroad",""
2011,"Coventry","road.Radfordroad",""
2011,"Coventry","str.Raglanstreet",""
2011,"Coventry","lane.Redlane",""
2011,"Coventry","road.Remembranceroad",""
2011,"Coventry","Richoareana",""
2011,"Coventry","Richoareana",""
2011,"Coventry","Richoarena Coventry",""
2011,"Coventry","Ricoharena",""
2011,"Coventry","Ricoharena",""
2011,"Coventry","Ricoharena",""
2011,"Coventry","Ridgethorpe Willenhall Coventry",""
2011,"Coventry","Rileyssquare Bellgreen",""
2011,"Coventry","Ringrd",""
2011,"Coventry","Riverwalkwalkwoodend",""
2011,"Coventry","ave.Rolandavenue Holbrooks Coventry ",""
2011,"Coventry","road.Rotherhanmroad",""
2011,"Coventry","Sainsburys Trinityst Coventry ",""
2011,"Coventry","lane.Scotslane",""
2011,"Coventry","Sewallhighway",""
2011,"Coventry","Sewallhighway",""
2011,"Coventry","Sewallhighwaycoventry",""
2011,"Coventry","str.Silverstreet Coventry ",""
2011,"Coventry","Skyblueway",""
2011,"Coventry","Skydome",""
2011,"Coventry","Skydome",""
2011,"Coventry","Skydome",""
2011,"Coventry","Skydome",""
2011,"Coventry","Skydome",""
2011,"Coventry","Skydome",""
2011,"Coventry","Skydome",""
2011,"Coventry","Skydome",""
2011,"Coventry","Skydomeconcourse",""
2011,"Coventry","Skydomeconcourse",""
2011,"Coventry","Skydomeconcourse",""
2011,"Coventry","Skydomeconcourse",""
2011,"Coventry","Skydomeconcourse",""
2011,"Coventry","Skydomeconcoursecovenmtry",""
2011,"Coventry","Skydomeconcoursecoventry",""
2011,"Coventry","Skydomeconcourse ",""
2011,"Coventry","Skydome Coventry",""
2011,"Coventry","Skydome Coventrycitycentre",""
2011,"Coventry","Skydome ",""
2011,"Coventry","Skydome ",""
2011,"Coventry","Skydome ",""
2011,"Coventry","Skydome",""
2011,"Coventry","Skydome",""
2011,"Coventry","Skydome",""
2011,"Coventry","Skydome",""
2011,"Coventry","Skydome",""
2011,"Coventry","Skydome",""
2011,"Coventry","Skydome Coventry ",""
2011,"Coventry","prk.Skydomecarpark",""
2011,"Coventry","prk.Skydomecarpark",""
2011,"Coventry","Skydomecomplex",""
2011,"Coventry","Skydomecomplex",""
2011,"Coventry","Skydomecomplex",""
2011,"Coventry","Skydomecomplex Coventry",""
2011,"Coventry","Skydomeconcourse",""
2011,"Coventry","Skydomeconcourse",""
2011,"Coventry","Skydomeconcourse",""
2011,"Coventry","Skydomeconcourse",""
2011,"Coventry","Skydomeconcourse",""
2011,"Coventry","Skydomeconcourse",""
2011,"Coventry","Skydomeconcourse",""
2011,"Coventry","Skydomeconcourse",""
2011,"Coventry","Skydomeconcourse",""
2011,"Coventry","Skydomeconcourse",""
2011,"Coventry","Skydomeconcourse",""
2011,"Coventry","Skydomeconcourse",""
2011,"Coventry","Skydomeconcourse",""
2011,"Coventry","Skydomeconcourse",""
2011,"Coventry","Skydomeconcourse",""
2011,"Coventry","Skydomeconcourse Coventry",""
2011,"Coventry","Skydomeconcourse   ",""
2011,"Coventry","Skydomecoventry",""
2011,"Coventry","Skydomecoventry",""
2011,"Coventry","Skydomecoventrycitycentre",""
2011,"Coventry","Skydome Coventry",""
2011,"Coventry","Skydome Coventry",""
2011,"Coventry","Sorellclose",""
2011,"Coventry","road.Southbankroad Coventry ",""
2011,"Coventry","Spomstcoventry",""
2011,"Coventry","Sponend",""
2011,"Coventry","Sponend Coventry",""
2011,"Coventry","Sponst Coventry",""
2011,"Coventry","Sponst Coventry ",""
2011,"Coventry","Sponstcoventry",""
2011,"Coventry","Sponstcoventry",""
2011,"Coventry","Sponstcoventry",""
2011,"Coventry","Sponstcoventry",""
2011,"Coventry","Sponstcoventry",""
2011,"Coventry","Sponstcoventry",""
2011,"Coventry","Sponstcoventry",""
2011,"Coventry","str.Sponstreet",""
2011,"Coventry","str.Sponstreet",""
2011,"Coventry","str.Sponstreet",""
2011,"Coventry","str.Sponstreet",""
2011,"Coventry","str.Sponstreet",""
2011,"Coventry","str.Sponstreet",""
2011,"Coventry","road.Stgeorgesroad",""
2011,"Coventry","road.Stgeorgesroad Stoke",""
2011,"Coventry","road.Stlukesroadcoventry",""
2011,"Coventry","road.Stonetstantonroadpolicestation",""
2011,"Coventry","road.Stoneystantonroadpolicestation Coventry",""
2011,"Coventry","prk.Swanswellpark",""
2011,"Coventry","Tachbrookclose",""
2011,"Coventry","Tarquinclose Coventry",""
2011,"Coventry","road.Terryroad",""
2011,"Coventry","road.Terryroad Coventry",""
2011,"Coventry","Thebullyardcitycentre",""
2011,"Coventry","Thebullyard",""
2011,"Coventry","Theburges",""
2011,"Coventry","Theburgess",""
2011,"Coventry","Theburgess",""
2011,"Coventry","Theburgess",""
2011,"Coventry","Thebuttscoventry",""
2011,"Coventry","Thebuttsretreatph",""
2011,"Coventry","Thecroftlongford",""
2011,"Coventry","Theforummedicalcentre Coventry",""
2011,"Coventry","road.Thimblerroad",""
2011,"Coventry","lane.Tilehilllanecoventry",""
2011,"Coventry","ave.Torringtonavenue",""
2011,"Coventry","Trinitypointlink",""
2011,"Coventry","str.Trinitystreet",""
2011,"Coventry","str.Trinitystreet",""
2011,"Coventry","str.Trinitystreet",""
2011,"Coventry","str.Trinitystreetcitycentrecoventry",""
2011,"Coventry","Universityhospital",""
2011,"Coventry","Universityhospital",""
2011,"Coventry","Universityhospitalcoventry",""
2011,"Coventry","Unniversityofwarwick Coventry",""
2011,"Coventry","Uppersponst",""
2011,"Coventry","str.Vinestreet",""
2011,"Coventry","str.Vinestreet",""
2011,"Coventry","road.Vinecoteroad",""
2011,"Coventry","Wallacerd",""
2011,"Coventry","Walsgravehospital",""
2011,"Coventry","Warwickrow",""
2011,"Coventry","Warwickuniversity",""
2011,"Coventry","Westorchard",""
2011,"Coventry","road.Westorchardscirculatoryroad",""
2011,"Coventry","str.Whitestreet",""
2011,"Coventry","lane.Willenhalllanecoventry",""
2011,"Coventry","sta.Willenhallpolicestationfrontoffice",""
2011,"Coventry","Willenhallps",""
2011,"Coventry","Winnalthorpe",""
2011,"Coventry","lane.Woodwaylanecoventry",""
2011,"Coventry","Wroxalldrive",""
2011,"Coventry","Wroxhalldrive",""
2011,"Dudley","str.Albionstreetbrierleyhill",""
2011,"Dudley","str.Amblecotehighstreetstourbridge",""
2011,"Dudley","Arleycourt",""
2011,"Dudley","road.Baptistendroadnetherton ",""
2011,"Dudley","Bellst Stourbridge",""
2011,"Dudley","str.Bellstreet",""
2011,"Dudley","str.Bellstreet Stourbridge",""
2011,"Dudley","Bhps",""
2011,"Dudley","str.Birminghamstreet Stourbridge",""
2011,"Dudley","Bramfordarms",""
2011,"Dudley","lane.Brettlelane",""
2011,"Dudley","road.Brickhouseroad",""
2011,"Dudley","road.Brisbaneroad Smethwick",""
2011,"Dudley","road.Broadwaystourbridge",""
2011,"Dudley","road.Broadway Stourbridge",""
2011,"Dudley","road.Broadway Stourbridge",""
2011,"Dudley","Burmeseway Rowleyregis",""
2011,"Dudley","sta.Busstation Dudley",""
2011,"Dudley","prk.Carparkofmaybrookhosueinhalesowen",""
2011,"Dudley","str.Carparkofthebarleymowhighstreetwollaston",""
2011,"Dudley","Castlegatedudley",""
2011,"Dudley","Cinderbankislandnetherton",""
2011,"Dudley","Courtst",""
2011,"Dudley","Courthouseph Sedgeley",""
2011,"Dudley","prk.Crabmillcarparkoldswinford",""
2011,"Dudley","road.Cromptonroad",""
2011,"Dudley","Crowncentre Stourbridge",""
2011,"Dudley","sta.Dudleybusstation",""
2011,"Dudley","sta.Dudleypolicestation",""
2011,"Dudley","road.Dudleyroad",""
2011,"Dudley","road.Dudleyroad Brierleyhill",""
2011,"Dudley","str.Edwardrutlandph Highstreet Stourbridge",""
2011,"Dudley","road.Envilleroad",""
2011,"Dudley","Fernrd",""
2011,"Dudley","str.Fosterstreet Stourbridge",""
2011,"Dudley","Frontofficebhps",""
2011,"Dudley","Frontoffice Stourbridge",""
2011,"Dudley","sta.Frontoffice Stourbridgepolicestation ",""
2011,"Dudley","road.Hagleyroad",""
2011,"Dudley","Halesowenrd Netherton",""
2011,"Dudley","Halesowentowncentre",""
